score,Borough,Largest Property Use Type,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²)
32,Bronx,Multifamily Housing,58542,2005,1,100,65,,0.2,,4.297285406,
91,Bronx,Multifamily Housing,181700,1929,1,100,60.8,4,0,,6.422109954,
47,Bronx,Multifamily Housing,82800,1932,1,100,82.8,6.3,0.5,,5.671259283,
63,Bronx,Multifamily Housing,131600,1935,1,100,83.3,4.6,0.4,,6.32148746,
41,Bronx,Multifamily Housing,145728,1929,1,100,100,4.5,0.9,,6.479430877,
71,Manhattan,Multifamily Housing,63378,1929,1,100,93.4,6.2,0.1,135.43,5.79818315,4.908454902
65,Bronx,Multifamily Housing,153804,1964,1,100,65,6.9,0.1,100.83,6.084727178,4.61343593
64,Bronx,Multifamily Housing,75821,1959,1,100,83.4,4.9,0.1,96.51,5.91242134,4.56964663
40,Bronx,Multifamily Housing,72715,1962,1,100,95,5.8,0,39.91,5.997198079,3.686626919
11,Bronx,Multifamily Housing,54001,1925,1,100,144.1,4.7,0.1,10.97,6.225943608,2.395164274
96,Bronx,Multifamily Housing,106550,1927,1,100,58.8,3,0.1,102.27,5.903179632,4.627616375
96,Bronx,Multifamily Housing,92988,1931,1,100,58.7,3,,93.84,5.765191103,4.541591204
100,Bronx,Multifamily Housing,66469,1927,1,100,16.3,3.4,0,140.37,2.708050201,4.944281794
30,Bronx,Multifamily Housing,54000,1928,1,100,109,5.2,1,108.93,5.563370321,4.690705474
37,Bronx,Multifamily Housing,53575,1936,1,100,110.4,3.6,1,114.15,5.651084686,4.737513373
93,Bronx,Multifamily Housing,255200,1929,1,100,63.3,3.4,0,94.72,6.848854171,4.550925171
69,Bronx,Multifamily Housing,73974,1929,1,100,80.3,4.2,0.7,151.57,5.549465114,5.021047564
88,Bronx,Multifamily Housing,73794,1924,1,100,61.9,4.5,0,107.37,5.499624223,4.676280813
27,Bronx,Multifamily Housing,77000,1923,1,100,107.5,5.7,0.9,,5.873806504,
84,Bronx,Multifamily Housing,65250,1951,1,100,61.4,5.3,0.1,98.81,5.234844944,4.593198814
85,Bronx,Multifamily Housing,65418,1939,1,100,65.9,4.5,0,88.16,5.467215903,4.479153345
75,Bronx,Multifamily Housing,87156,1925,1,100,72.1,5.2,0.1,233.82,5.82156551,5.454551589
88,Bronx,Multifamily Housing,83910,1925,1,100,64.1,4.6,0.1,87.64,5.654242029,4.473237515
73,Bronx,Multifamily Housing,94000,1938,1,100,74.5,4.8,0.1,124.39,5.963579344,4.823421791
88,Bronx,Multifamily Housing,60000,1925,1,100,61.1,4.7,0,102.11,5.265277512,4.626050664
83,Bronx,Multifamily Housing,99000,1940,1,100,68.1,4.4,0.1,99.5,5.923453336,4.600157644
50,Bronx,Multifamily Housing,69969,1927,1,100,95.1,4.5,0.8,104.81,5.683239573,4.652149187
58,Bronx,Multifamily Housing,105360,1932,1,100,97.2,3.1,0.9,106.96,6.178566327,4.672454933
21,Bronx,Multifamily Housing,96126,1927,1,100,115.6,5.1,1.1,81.38,6.213407378,4.399129543
33,Bronx,Multifamily Housing,87510,1929,1,100,108.1,5.5,0,95.4,6.357148785,4.558078578
99,Bronx,Office,54500,1931,1,100,26.1,5.2,0.1,3.85,3.206803244,1.348073148
3,Manhattan,Multifamily Housing,91615,1927,1,100,83.2,16.6,0.3,25.21,4.859812404,3.227240741
39,Manhattan,Office,81527,1901,1,100,103,20.6,0.3,20.94,4.859812404,3.041661205
13,Manhattan,Office,54800,1900,1,100,139.1,27.8,0.5,16.73,4.859812404,2.817203515
36,Manhattan,Office,71959,1911,1,100,105.9,21.2,0.3,,4.859812404,
80,Brooklyn,Multifamily Housing,139808,1927,1,100,79.9,3.6,0,70.94,6.541607033,4.261834449
45,Brooklyn,Multifamily Housing,62634,1940,1,100,99.9,3.6,1,,5.670225691,
28,Brooklyn,Multifamily Housing,171993,1925,1,100,121.8,4.2,0.5,80.32,7.063647299,4.386018656
81,Manhattan,Multifamily Housing,81804,1923,1,100,71.7,3.3,0.7,36.91,5.56375383,3.608482517
71,Bronx,Multifamily Housing,93000,1928,1,100,88.8,1.3,0.9,,6.029241911,
6,Bronx,Multifamily Housing,98000,1928,1,100,122.8,6,1.1,,6.275891327,
19,Bronx,Multifamily Housing,97000,1928,1,100,108,4.6,1,,6.159095388,
67,Bronx,Multifamily Housing,52800,1927,1,100,76.6,3.8,0,55.32,5.508983396,4.013134507
37,Bronx,Multifamily Housing,70704,1935,1,100,92.2,4.3,0.8,88.58,5.666426688,4.483906098
96,Bronx,Multifamily Housing,93000,1928,1,100,27.8,6.2,0.1,93.52,3.346389145,4.538175317
17,Bronx,Multifamily Housing,52800,1936,1,100,101.6,5.9,0.9,157.54,5.420977379,5.059679394
28,Bronx,Multifamily Housing,64895,1927,1,100,84.4,6.6,0.6,117.99,5.351858133,4.770599875
56,Brooklyn,Residence Hall/Dormitory,242752,2003,1,100,75.6,9.4,0.5,26.77,6.358535267,3.287281858
60,Manhattan,Office,173364,1998,1,100,90.1,17.8,0.3,,5.549465114,
27,Queens,Multifamily Housing,97104,1963,1,100,104.2,5.7,0.9,63.73,6.071199515,4.154655409
59,Manhattan,Multifamily Housing,171085,1924,1,100,84.3,5.7,0.7,43.53,6.376556865,3.773450356
100,Brooklyn,Multifamily Housing,55530,2015,1,100,31.7,,,,4.178992036,
43,Bronx,Multifamily Housing,213584,1972,1,100,89.9,6.3,0.7,,5.922918005,
75,Manhattan,Multifamily Housing,133749,1964,1,100,52.6,6.8,0,,2.856470206,
35,Bronx,Multifamily Housing,90900,1972,1,100,136.4,2.7,1.3,,6.50847103,
66,Bronx,Senior Care Community,78347,1979,1,100,134.9,9.9,1,94.48,6.171074096,4.548388172
21,Manhattan,Multifamily Housing,263972,2005,1,100,62.4,10.8,0.1,,4.412798293,
37,Manhattan,Multifamily Housing,455000,1951,1,100,75,5.9,0,29.92,3.61361697,3.398527153
99,Manhattan,Multifamily Housing,69585,1925,1,100,21.9,5.8,0,,1.740466175,
67,Manhattan,Office,153265,1912,1,100,70.8,18,0.1,,4.282206299,
82,Bronx,Office,118423,2013,1,100,64.4,12.9,0.2,7.62,4.859812404,2.03077637
84,Staten Island,Residence Hall/Dormitory,161500,1968,1,100,33.5,9.8,0,21.61,-1.609437912,3.073156171
81,Manhattan,Multifamily Housing,52900,1920,1,100,63.9,3,0.6,35.4,5.164785974,3.56671182
67,Manhattan,Hotel,230654,1926,1,100,81.1,21.6,0.1,86.52,4.513054897,4.460375601
100,Queens,Multifamily Housing,57920,1926,1,100,11.2,3.2,,,,
38,Manhattan,Hotel,121165,2010,1,90,136,23.5,0.6,78.23,5.895779297,4.359653206
74,Manhattan,Hotel,437662,1960,1,100,73.3,11.5,0,102.2,4.087655574,4.626931678
40,Manhattan,Office,181154,1900,1,100,99,23.3,0.2,20.13,5.214935758,3.00221124
62,Manhattan,Office,50089,1991,1,100,76.3,17.2,0.2,21.69,3.914021008,3.076851325
93,Bronx,Multifamily Housing,51940,1928,1,100,76.3,,,97.3,5.684939387,4.577798989
48,Manhattan,Office,65857,1906,1,100,84.4,17.9,0.3,24.65,4.316153891,3.2047769
100,Queens,Multifamily Housing,173358,1952,4,100,15.8,3.6,0,,3.465735903,
1,Queens,Multifamily Housing,219248,1935,2,100,159.9,6.8,1.4,,7.400009517,
63,Manhattan,Office,87016,1958,1,95,91.1,14.4,0.5,49.98,5.241217775,3.911622925
52,Manhattan,Office,206334,1912,1,95,105.7,18.4,,,,
43,Queens,Multifamily Housing,196420,1974,1,100,66.3,11.3,0.3,50.51,5.751937517,3.922171336
62,Manhattan,Multifamily Housing,142971,1930,1,100,89.6,5.7,0.8,68.79,6.27174429,4.231058386
68,Manhattan,Multifamily Housing,100320,1939,1,100,56.3,6.7,0.4,37.03,5.159055299,3.611728395
73,Manhattan,Multifamily Housing,160896,1929,1,100,73.4,4.6,0.6,35.26,6.190520303,3.562749177
51,Manhattan,Multifamily Housing,64598,1979,1,100,69.8,7.6,0.2,36.09,5.236441963,3.586015819
16,Queens,Multifamily Housing,90300,1950,1,100,126,5.2,1.2,99.41,6.088818092,4.599252712
6,Manhattan,Hotel,625844,1987,1,90,94.4,13.4,0.1,42.93,5.226821365,3.759570882
41,Manhattan,Multifamily Housing,116104,1955,1,100,80.8,7,0.6,26.29,5.912691866,3.269188639
64,Manhattan,Office,,1915,1,100,92.7,12.6,,8.1,,2.091864062
57,Bronx,Multifamily Housing,216000,1954,2,100,88.6,5,0,,7.039134357,
100,Brooklyn,Multifamily Housing,96446,2016,1,100,3.4,1,,,,
85,Manhattan,Multifamily Housing,59408,1914,1,100,65,3.8,0.6,25.86,5.095589,3.252697373
47,Manhattan,Multifamily Housing,385721,1986,1,100,78.2,6.7,0,,3.693866996,
53,Brooklyn,Multifamily Housing,68088,1930,1,95,90,5.4,0.8,,5.559527119,
32,Queens,Multifamily Housing,73239,1956,1,90,111.7,3.5,1.1,8985.77,5.95376268,9.103397494
59,Manhattan,Multifamily Housing,83154,1907,1,100,105.6,5.5,0.9,122.23,5.978632568,4.805904516
69,Brooklyn,Multifamily Housing,54698,2008,1,95,58.4,6.6,0.4,22.1,4.637637376,3.095577609
67,Manhattan,Office,914767,1976,1,95,66.7,19.4,,0,,
82,Manhattan,Office,296915,1972,1,95,120.2,18.7,,21.29,,3.058237479
2,Manhattan,Multifamily Housing,174927,1986,1,100,130.9,12.3,0.9,53.75,6.586309576,3.984343667
1,Manhattan,Hotel,75421,1905,1,100,154.2,44.5,,79.12,,4.370965687
55,Queens,Multifamily Housing,235440,1962,4,100,79.6,5.4,0.6,46.28,6.621938133,3.834709902
86,Queens,Multifamily Housing,53696,2014,1,100,40.5,7,0.2,,3.828641396,
37,Brooklyn,Multifamily Housing,55053,2008,1,100,56.2,7.9,0.3,,4.446174454,
81,Brooklyn,Multifamily Housing,143297,2007,1,100,60,4.2,0.5,,5.789042319,
26,Manhattan,Office,101936,1885,1,100,172.2,15.2,1.2,18.86,6.470954291,2.937043277
54,Manhattan,Hotel,103429,2007,1,90,88.4,16.4,0.3,43.11,5.182906515,3.763754989
26,Manhattan,Multifamily Housing,115020,1962,1,100,88.8,6.3,0.7,51.91,6.007829901,3.94951145
62,Bronx,Multifamily Housing,67800,1962,1,100,76.2,5.4,0,64.09,5.665388087,4.160288346
70,Manhattan,Office,580000,1982,1,100,80,19.2,0,41.85,4.069026754,3.734091797
8,Manhattan,Multifamily Housing,556913,1975,1,100,77.2,18,0.2,,6.222576268,
68,Manhattan,Multifamily Housing,229636,2015,1,95,59.5,6.9,0.4,31.52,6.158249365,3.450622265
2,Manhattan,Multifamily Housing,59880,1972,1,100,91,20.1,0.3,120.39,4.357990057,4.790736473
83,Queens,Non-Refrigerated Warehouse,75447,1965,1,100,10.8,,0.1,2.1,3.288401888,0.741937345
75,Manhattan,Office,60610,1928,1,100,83.5,13,,38.66,,3.654805474
98,Bronx,Multifamily Housing,54635,1959,1,100,24.5,5.9,0,73.55,2.379546134,4.297965447
32,Bronx,Multifamily Housing,75000,1960,1,100,88.8,4.6,0.8,69.68,5.667464212,4.243913333
46,Bronx,Multifamily Housing,95000,1929,1,100,88.2,3.1,0.9,,5.96229317,
26,Manhattan,Hotel,113969,1923,1,90,131.5,18.4,0.7,53.48,6.02175124,3.979307752
24,Bronx,Multifamily Housing,58585,1922,1,100,106.6,3.9,1,99.74,5.664695086,4.6025668
77,Bronx,K-12 School,59520,1931,3,100,77.1,4.7,0.2,,5.509388337,
100,Brooklyn,K-12 School,241100,1961,1,100,17.5,3.7,0.1,7.06,4.131961426,1.954445052
100,Bronx,Non-Refrigerated Warehouse,104334,1913,1,100,11.9,0.6,0,0.6,4.328098293,-0.510825624
92,Queens,Multifamily Housing,148181,1932,1,100,54.4,3.7,0.4,32.41,5.813234608,3.478467017
82,Manhattan,Office,126756,1908,1,100,72.4,11.8,,,5.683239573,
96,Brooklyn,Office,73132,1910,1,100,41.2,7.5,0.2,,4.091005661,
98,Brooklyn,Office,52010,1920,1,100,41.2,4.9,0.2,7.15,4.191168747,1.967112357
88,Bronx,Office,557000,1986,1,100,86.8,19.5,0.2,52.24,6.035481433,3.955848485
99,Queens,Multifamily Housing,133154,2008,1,100,42.3,4.7,0.3,49.28,5.099256486,3.897518319
82,Queens,Multifamily Housing,53500,1930,1,100,68.7,2.9,0.1,,5.572534188,
67,Queens,Multifamily Housing,61830,1927,1,100,69,2.6,0.6,,5.433285227,
74,Brooklyn,K-12 School,58040,1942,1,100,91,2.5,,437.02,5.870426219,6.079978961
90,Bronx,Multifamily Housing,52000,1927,1,100,58.5,2.8,0,67.47,5.361292166,4.211683055
80,Queens,Multifamily Housing,51108,1931,1,100,80,3,0.1,83.07,5.703115586,4.419683626
47,Bronx,Multifamily Housing,95500,1927,1,100,78.2,3.6,0.1,114.09,6.268906872,4.736987611
70,Queens,Multifamily Housing,50460,1920,1,100,77.3,2.1,,42.83,5.751301991,3.757238792
6,Queens,Multifamily Housing,50460,1920,1,100,147.3,2.1,,,6.444449171,
55,Queens,Multifamily Housing,58282,1932,1,100,97.3,3.8,0.1,,6.024899323,
58,Bronx,Multifamily Housing,89250,1928,1,100,75,3,0.1,,6.185591149,
16,Bronx,Medical Office,67815,1995,1,100,132.1,23.7,0.6,14.79,5.18234519,2.693951277
15,Brooklyn,Non-Refrigerated Warehouse,55629,1931,1,100,61,8.4,0.4,0.04,4.561218298,-3.218875825
100,Brooklyn,Multifamily Housing,59982,1900,1,100,18.6,5.5,0,22.45,,3.111290614
97,Manhattan,Multifamily Housing,107740,2010,1,100,42.3,3.9,0.3,32.27,5.09681299,3.474138006
12,Bronx,Multifamily Housing,,1968,2,95,132.9,7.4,1.1,,7.601452308,
89,Manhattan,Multifamily Housing,173915,2009,1,100,52,6.9,0.3,,5.575570244,
95,Manhattan,Multifamily Housing,207126,1928,1,100,59.7,4.1,0,,6.54864881,
64,Manhattan,Multifamily Housing,102951,1909,1,100,77,3.2,0.7,25.66,5.886381771,3.244933359
83,Manhattan,Multifamily Housing,71126,1913,1,100,73.7,4,0.7,33.39,5.419206684,3.508256454
56,Manhattan,Multifamily Housing,53455,2004,1,100,67,8.2,0.4,16.29,4.69501089,2.790551423
68,Manhattan,Office,54018,1935,1,100,54.4,13.7,0.1,,2.949688335,
1,Manhattan,Multifamily Housing,436115,1928,1,100,150.6,5.1,1.4,,6.074886155,
13,Manhattan,Multifamily Housing,436115,1928,1,100,123.7,5.7,1,,6.327936784,
6,Manhattan,Multifamily Housing,436115,1928,1,100,105.2,4,1,,5.887214526,
43,Manhattan,Multifamily Housing,436115,1928,1,100,97,4.1,0.9,,5.763308454,
34,Manhattan,Multifamily Housing,436115,1928,1,100,94.4,3.9,0.9,,5.763308454,
22,Manhattan,Multifamily Housing,436115,1928,1,100,112,3.2,1.1,,6.132312856,
97,Bronx,Multifamily Housing,53432,1927,1,100,28.3,6.5,0.1,,2.980618636,
61,Manhattan,Multifamily Housing,55764,1920,1,100,58.8,7.3,0,,5.056882545,
62,Queens,Multifamily Housing,115364,1960,1,100,84.3,3.8,0.8,,6.252866811,
66,Queens,Multifamily Housing,54491,1928,1,100,82.1,2.4,0.8,,5.514234873,
64,Brooklyn,Multifamily Housing,68400,1935,1,100,77.3,2.8,0.7,,5.659482216,
68,Queens,Multifamily Housing,61700,1938,1,100,80.5,2.8,0.8,,5.595454598,
100,Queens,Multifamily Housing,357885,1958,5,100,8,1.4,,36.18,4.58394655,3.58850648
100,Manhattan,Multifamily Housing,61839,1960,1,100,35.6,1.6,0.1,122.76,2.895911938,4.81023123
67,Manhattan,Multifamily Housing,94144,1961,1,100,91.6,1.9,0,68.43,6.38299975,4.225811325
1,Queens,Multifamily Housing,62102,1963,1,100,154.5,12.7,1.1,0.51,5.90290652,-0.673344553
25,Queens,Multifamily Housing,171604,1961,1,100,119,2.2,1.1,,6.923431758,
1,Manhattan,Multifamily Housing,182499,2012,1,100,145.1,9.8,1.1,,6.981005741,
1,Manhattan,Multifamily Housing,487950,1971,1,100,145.1,9.8,1.1,,7.89200368,
2,Manhattan,Multifamily Housing,78564,1929,1,100,116,10.5,0,45.06,6.122712084,3.807994935
4,Manhattan,Multifamily Housing,79039,1942,1,100,102.8,10.6,0,31.46,5.949600343,3.448716898
98,Manhattan,Multifamily Housing,90198,1941,1,100,62,0.7,0,36.89,5.988961417,3.607940512
7,Manhattan,Multifamily Housing,114541,1939,1,100,92.1,10.4,0,40.46,6.163946184,3.700313832
2,Manhattan,Multifamily Housing,51138,1930,1,100,109.3,11,0,35.6,5.596939379,3.572345638
5,Manhattan,Multifamily Housing,60400,1940,1,100,96.8,10.1,0.7,28.26,5.271973391,3.341447377
61,Manhattan,Multifamily Housing,53768,1940,1,100,35.3,10.2,0,32.55,-2.302585093,3.482777369
1,Manhattan,Multifamily Housing,71137,1962,1,100,117.3,11.4,0,81.34,6.010776858,4.3986379
56,Bronx,Multifamily Housing,69166,1954,1,100,38.1,10.3,0,34.7,2.128231706,3.546739687
20,Bronx,Multifamily Housing,59085,1955,1,100,65.5,10.8,0.3,78.96,4.487512143,4.368941395
5,Manhattan,Multifamily Housing,68432,1949,1,100,98.5,10.6,0,28.28,5.749711407,3.342154841
51,Manhattan,Multifamily Housing,106521,1927,1,100,38,10.5,0,45.8,1.193922468,3.824284091
5,Manhattan,Multifamily Housing,65430,1963,1,100,97.6,10.5,0,80.46,5.756058619,4.387760167
1,Manhattan,Multifamily Housing,58538,1914,1,100,145.1,9.8,1.1,,5.84383423,
2,Queens,Multifamily Housing,300145,1966,2,100,147.7,4.7,1.2,,7.588222406,
56,Queens,Multifamily Housing,80052,1954,1,100,75.6,3.6,0.7,,5.77019424,
32,Queens,Multifamily Housing,118000,1950,10,100,86.2,3.6,0.8,50.66,6.420483408,3.925136645
67,Queens,Multifamily Housing,94559,1973,1,100,72.9,4.5,0.6,77.62,5.801816215,4.351825126
84,Queens,Multifamily Housing,88202,1973,1,100,61.3,4.1,0.5,74.45,5.551796118,4.310127759
100,Queens,Multifamily Housing,83983,1960,1,100,8.6,,,40.53,4.138361448,3.702042441
92,Brooklyn,Supermarket/Grocery Store,767748,1995,1,100,172.4,42,0.3,30.57,4.638604962,3.420019136
71,Queens,Multifamily Housing,89634,1969,1,100,66.1,4.5,0.6,49.34,5.641552398,3.898735111
100,Queens,Multifamily Housing,167045,1963,1,100,5.2,,,44.91,4.328098293,3.804660487
86,Queens,Multifamily Housing,122514,1952,1,100,61,2.6,0.5,28.58,5.997695097,3.352707173
97,Queens,Multifamily Housing,84954,1938,1,100,74.1,,0.8,45.07,5.855931152,3.808216837
41,Queens,Multifamily Housing,91170,1954,1,100,91.3,4.6,0.8,45.86,6.048081148,3.825593277
100,Queens,Multifamily Housing,74532,1931,1,100,14.6,3.1,,28.27,3.206803244,3.341801172
87,Manhattan,Office,401686,1929,1,95,62.5,13.5,,0,,
59,Queens,Multifamily Housing,132000,1949,1,100,85.6,3.8,0.7,55.07,6.264920912,4.008605103
80,Queens,Multifamily Housing,115800,1947,1,100,64.4,2.9,0.6,34.28,5.991214516,3.534562094
100,Queens,Multifamily Housing,116538,1963,1,100,16,4.1,,75.26,2.714694744,4.320948785
70,Brooklyn,Multifamily Housing,71820,1964,1,100,68.1,4,0.5,39.93,5.505737957,3.687127921
90,Manhattan,Multifamily Housing,192000,1951,1,100,47.8,3.3,0.4,23.33,6.06610809,3.149740086
84,Manhattan,Multifamily Housing,54252,1963,1,100,68.4,5.5,0.5,34.93,5.086978861,3.553346059
74,Queens,Multifamily Housing,74000,1941,1,100,64.9,3.5,0.6,61.26,5.482304203,4.115127101
50,Queens,Multifamily Housing,121727,1923,1,100,81.8,3.8,0,44.63,6.571722946,3.798406279
100,Queens,Multifamily Housing,52800,1954,1,100,14.5,3.6,,,2.32238772,
99,Manhattan,Multifamily Housing,57834,1929,1,100,63.4,0.8,0.7,54.41,5.320567975,3.99654796
57,Queens,Multifamily Housing,109200,1961,1,100,77.8,4.2,0.6,43.4,6.094021135,3.770459441
95,Queens,Multifamily Housing,125164,1952,1,100,72.9,1.4,0.7,45.25,6.286556598,3.81220267
74,Queens,Multifamily Housing,104644,1951,2,100,67.8,3.9,0.5,34.69,5.894127314,3.546451461
34,Queens,Multifamily Housing,85800,1955,1,100,101.5,5.1,0.7,53.68,6.186414364,3.983040493
72,Queens,Multifamily Housing,76770,1966,1,100,61,3.9,0.5,27.63,5.41876352,3.318902139
52,Queens,Multifamily Housing,177692,1963,1,100,65.2,5.9,0.5,45.5,6.225350195,3.817712326
65,Queens,Multifamily Housing,176611,1957,3,100,64.2,3.8,0.5,43.02,6.341769244,3.761665124
82,Queens,Multifamily Housing,152000,1946,1,100,60.5,3,0.5,31.74,6.153158136,3.457577715
100,Queens,Multifamily Housing,230880,1948,1,100,14.4,3,,25.73,4.34120464,3.247657626
100,Queens,Multifamily Housing,69352,1928,1,100,17.6,3.9,,33.94,3.113515309,3.52459426
29,Queens,Multifamily Housing,169000,1966,2,100,81.6,5.7,0.7,,6.472346295,
100,Manhattan,Multifamily Housing,64662,1988,1,100,44.6,0.5,0.4,,5.061328408,
100,Queens,Multifamily Housing,111444,1925,1,100,22.3,0.7,0.2,65.2,4.962145085,4.177459469
91,Queens,Multifamily Housing,66580,1962,2,100,85.5,,0.8,,5.912962319,
100,Brooklyn,Multifamily Housing,115300,1953,1,100,54.5,,0.6,36.44,5.965120572,3.595667072
97,Manhattan,Multifamily Housing,69823,1905,1,100,21.7,4.5,0.1,,3.261935314,
100,Bronx,Multifamily Housing,63750,1927,1,100,5.4,,,,3.424262655,
83,Manhattan,Multifamily Housing,87400,1892,1,100,25.9,7.6,,,,
91,Manhattan,Multifamily Housing,73676,1928,1,100,53.4,3.6,0,,5.498396978,
100,Manhattan,Multifamily Housing,129970,1955,1,100,13.9,4.1,,,,
100,Manhattan,Multifamily Housing,67227,1986,1,100,36.3,,,,5.279644101,
99,Brooklyn,Multifamily Housing,60720,1938,1,100,63.3,,0.7,,5.39906727,
81,Manhattan,Multifamily Housing,420470,1896,1,100,40.7,7.4,,32.19,5.96409335,3.471655845
27,Queens,Multifamily Housing,67680,1987,1,100,103.6,0.1,1,,6.077642243,
1,Manhattan,Multifamily Housing,58904,1925,1,100,163.9,8,0.7,53.81,6.249975242,3.985459324
30,Manhattan,Multifamily Housing,56418,1916,1,100,106,4.1,0,65.4,5.956096403,4.180522258
51,Manhattan,Multifamily Housing,68630,2005,1,100,70.4,6,0.5,44.91,5.163070217,3.804660487
85,Manhattan,Multifamily Housing,55776,1939,1,100,62.5,3.7,0,34.62,5.323009979,3.54443155
74,Queens,Office,62545,1985,1,100,54.9,14.9,0,20.83,2.4765384,3.036394255
2,Manhattan,Multifamily Housing,73359,2001,1,100,116.8,13.5,0.8,58.5,5.618950539,4.069026754
33,Manhattan,Multifamily Housing,54824,1900,1,100,107.9,4.5,0,49.37,5.935423156,3.899342952
5,Brooklyn,Multifamily Housing,66417,1923,1,100,110.2,10,0.8,,5.631570141,
94,Manhattan,Multifamily Housing,91968,1935,1,100,42.8,4.5,0.3,29.12,4.871373227,3.371425223
44,Manhattan,Multifamily Housing,74453,2001,1,100,88.7,9.4,0.6,,5.376203905,
100,Manhattan,Multifamily Housing,94835,1958,1,100,23.6,1.2,0,38.64,4.921439715,3.654288009
44,Manhattan,Multifamily Housing,59509,1950,1,100,80.6,5.3,0.7,0,5.27709373,
100,Manhattan,Multifamily Housing,57207,1930,1,95,23.2,6.4,0,0,0.875468737,
100,Manhattan,Multifamily Housing,66524,1930,1,95,5,1.2,0,0,1.131402111,
63,Bronx,Multifamily Housing,53000,1928,1,100,97.2,4.2,,,5.804230946,
70,Bronx,Multifamily Housing,55000,1925,1,100,90,3.7,,134.4,5.768320996,4.900820428
33,Bronx,Multifamily Housing,54494,2002,1,100,81.6,6.3,0.6,108.79,5.147494477,4.689419418
88,Brooklyn,Multifamily Housing,52630,1924,1,100,74.4,1.3,0.8,157.8,5.274536838,5.061328408
100,Bronx,Multifamily Housing,56160,1907,1,100,7.3,0.1,0.1,106.26,3.0301337,4.665888921
99,Manhattan,Multifamily Housing,148982,1910,1,100,57.1,1,0,35.19,6.384182082,3.560761951
88,Bronx,Multifamily Housing,76800,1926,1,100,54.1,4.7,0.4,127.64,5.035653057,4.849213801
29,Bronx,Multifamily Housing,79154,1986,1,100,103.3,5.6,0.9,64.43,5.864199196,4.165579363
57,Brooklyn,Multifamily Housing,869066,2015,1,95,57.5,7.6,0.3,,7.172731514,
91,Manhattan,Office,214349,1927,1,90,56.7,10.3,0.2,12.33,5.641907071,2.512035317
99,Manhattan,Multifamily Housing,50820,1925,1,100,22,5.8,0,,1.840549633,
100,Manhattan,Multifamily Housing,53250,1925,1,100,17.4,4.6,0,,1.526056303,
35,Queens,Non-Refrigerated Warehouse,59022,1962,1,100,36.5,9.3,0,6.87,2.564949357,1.927164106
82,Manhattan,Multifamily Housing,70992,1949,1,100,66.5,4.3,0.1,50.64,5.52744299,3.924741778
99,Manhattan,Multifamily Housing,55008,1925,1,100,45,3.5,0.3,38.28,4.553876892,3.644927567
37,Manhattan,Multifamily Housing,,1921,2,100,76.7,9.8,0.5,46.46,7.379070548,3.838591727
58,Manhattan,Office,335184,1917,1,100,76.9,21.3,,,,
38,Queens,Multifamily Housing,120184,1950,6,100,41.3,12.9,,54.93,,4.006059647
85,Queens,Multifamily Housing,105882,1932,1,100,73.4,3.1,0.7,65.72,5.859075359,4.185403293
91,Queens,Multifamily Housing,58300,1940,1,100,29.4,9.1,,54.68,,4.001498012
98,Manhattan,Multifamily Housing,106983,1941,1,100,25.6,8,,27.4,,3.310543013
74,Brooklyn,Multifamily Housing,51000,1926,1,100,37.1,11.8,,,,
42,Bronx,Multifamily Housing,63250,1928,1,90,105.5,2.6,,88.13,6.130791612,4.478812997
59,Manhattan,Hotel,71539,1999,1,100,93.2,15.3,0.4,,5.035002651,
70,Queens,Multifamily Housing,78378,1930,1,100,35.6,11.2,,48.47,,3.88094505
79,Staten Island,Office,64680,1964,1,100,50.1,14.5,,27.75,,3.32323584
48,Brooklyn,Multifamily Housing,130842,1974,1,100,39.2,12.1,,40.71,,3.706473763
20,Bronx,Multifamily Housing,85266,1927,1,100,109.9,7.6,,,6.28897318,
12,Bronx,Multifamily Housing,61800,1927,1,100,125.2,9.2,,189.91,6.073505257,5.246550276
